BATCH_SIZE,EPOCHS,LEARNING_RATE,PRE_TRAINED_MODEL_NAME,tipo,idioma,train_acc,val_acc,tiempo_seg
32,4,3e-05,small_bert_L4_256,AGNEWS,en,0.8450279810589755,0.8414814814814815,272.5468430519104
