BATCH_SIZE,EPOCHS,LEARNING_RATE,PRE_TRAINED_MODEL_NAME,tipo,idioma,train_acc,val_acc,tiempo_seg,SISTEMA
16,2,1e-05,bert_base_cased,AMAZON,es,0.5452303553413295,0.5548516172057353,2460.814967632294,SPARK
