BATCH_SIZE,EPOCHS,LEARNING_RATE,PRE_TRAINED_MODEL_NAME,tipo,idioma,train_acc,val_acc,tiempo_seg,SISTEMA
32,4,3e-05,small_bert_L4_256,AGNEWS,en,0.84565934854355,0.8413468013468014,812.99998927116394,SPARK
